x,y
1,136
2,136
3,136
4,136
5,136
6,136
7,136
8,136
9,136
10,136
11,136
12,136
13,136
14,136
15,136
16,136
17,136
18,136
19,136
20,136
21,136
22,136
23,136
24,136
25,136
26,136
27,136
28,136
29,136
30,136
35,136
41,136
47,136
48,136
49,136
50,136
51,136
52,136
53,136
54,136
55,136
56,136
57,136
58,136
59,136
60,136
61,136
62,136
63,136
64,136
65,136
66,136
67,136
68,136
69,136
70,136
71,136
72,136
73,136
74,136
75,136
76,136
77,136
78,136
79,136
80,136
81,136
82,136
83,136
84,136
85,136
86,136
87,136
88,136
89,136
90,136
91,136
92,136
93,136
94,136
95,136
96,136
97,136
98,136
99,136
100,136
101,136
102,136
103,136
104,136
113,136
114,136
115,136
116,136
117,136
118,136
119,136
126,136
127,136
135,136
140,136
142,136
156,136
164,136
166,136
190,136
210,136
215,136
216,136
235,136
236,136
237,136
238,136
239,136
240,136
241,136
242,136
243,136
244,136
245,136
246,136
247,136
248,136
249,136
0,135
1,135
2,135
3,135
4,135
5,135
6,135
7,135
8,135
9,135
10,135
11,135
12,135
13,135
14,135
15,135
16,135
17,135
18,135
19,135
20,135
21,135
22,135
23,135
24,135
25,135
26,135
27,135
28,135
29,135
31,135
33,135
34,135
36,135
37,135
38,135
39,135
40,135
42,135
43,135
44,135
47,135
48,135
49,135
50,135
51,135
52,135
53,135
54,135
55,135
56,135
57,135
58,135
59,135
60,135
61,135
62,135
63,135
64,135
65,135
66,135
67,135
68,135
69,135
70,135
71,135
72,135
73,135
74,135
75,135
76,135
77,135
78,135
79,135
80,135
81,135
82,135
83,135
84,135
85,135
86,135
87,135
88,135
89,135
90,135
91,135
92,135
93,135
94,135
95,135
96,135
97,135
98,135
99,135
100,135
101,135
102,135
103,135
104,135
114,135
115,135
116,135
117,135
118,135
124,135
125,135
128,135
129,135
130,135
131,135
132,135
133,135
134,135
136,135
137,135
138,135
139,135
144,135
145,135
146,135
147,135
148,135
149,135
150,135
151,135
152,135
153,135
154,135
155,135
157,135
158,135
161,135
162,135
163,135
167,135
168,135
170,135
171,135
172,135
173,135
174,135
175,135
176,135
177,135
178,135
179,135
180,135
181,135
182,135
183,135
184,135
185,135
186,135
187,135
188,135
189,135
193,135
194,135
195,135
196,135
197,135
198,135
199,135
200,135
201,135
202,135
203,135
204,135
205,135
206,135
207,135
208,135
209,135
211,135
212,135
213,135
217,135
218,135
219,135
220,135
221,135
223,135
224,135
225,135
226,135
227,135
228,135
229,135
230,135
231,135
232,135
233,135
236,135
237,135
238,135
239,135
240,135
241,135
242,135
243,135
244,135
245,135
246,135
247,135
248,135
249,135
0,134
1,134
2,134
3,134
4,134
5,134
6,134
7,134
8,134
9,134
12,134
13,134
14,134
15,134
16,134
17,134
18,134
21,134
22,134
23,134
24,134
25,134
26,134
27,134
28,134
29,134
30,134
31,134
32,134
33,134
34,134
37,134
38,134
39,134
40,134
41,134
42,134
43,134
47,134
48,134
49,134
50,134
51,134
52,134
53,134
54,134
55,134
56,134
57,134
58,134
62,134
63,134
64,134
65,134
66,134
67,134
68,134
72,134
73,134
74,134
75,134
76,134
77,134
78,134
79,134
80,134
81,134
82,134
83,134
84,134
87,134
88,134
89,134
90,134
91,134
92,134
93,134
94,134
97,134
98,134
99,134
100,134
101,134
102,134
103,134
104,134
105,134
106,134
114,134
115,134
116,134
117,134
122,134
123,134
124,134
125,134
126,134
127,134
128,134
129,134
130,134
131,134
132,134
133,134
134,134
138,134
139,134
140,134
141,134
142,134
143,134
147,134
148,134
149,134
150,134
151,134
152,134
153,134
154,134
155,134
156,134
157,134
158,134
159,134
162,134
163,134
164,134
165,134
166,134
167,134
168,134
169,134
172,134
173,134
174,134
175,134
176,134
177,134
178,134
179,134
180,134
181,134
182,134
183,134
184,134
188,134
189,134
190,134
191,134
192,134
193,134
194,134
197,134
198,134
199,134
200,134
201,134
202,134
203,134
204,134
205,134
206,134
207,134
208,134
209,134
213,134
214,134
215,134
216,134
217,134
218,134
222,134
223,134
224,134
225,134
226,134
227,134
228,134
229,134
230,134
231,134
232,134
233,134
234,134
237,134
238,134
239,134
240,134
241,134
242,134
243,134
247,134
248,134
249,134
